contract_id,leads_id,date,subscription_type,number_of_employee,reten_flag,user_price
805,2440,2022-07-20,Business,30,0,25000
1494,2424,2023-07-18,Business,30,1,25000
1509,2462,2023-07-25,Business,30,1,25000
797,2424,2022-07-18,Business,30,0,25000
132,498,2021-05-21,Business,30,0,25000
1499,2440,2023-07-20,Business,30,1,25000
982,1024,2022-10-04,Business,30,1,25000
430,1561,2022-01-31,Business,30,0,25000
77,301,2021-03-26,Business,30,0,25000
673,531,2022-05-26,Business,30,1,25000
1378,1890,2023-04-25,Business,30,1,25000
1117,3167,2022-11-03,Business,30,0,25000
775,700,2022-07-07,Business,30,1,25000
1455,2234,2023-07-01,Business,30,1,25000
263,1024,2021-10-04,Business,30,0,25000
214,828,2021-08-13,Business,30,0,25000
772,2332,2022-07-06,Business,30,0,25000
347,1375,2021-12-31,Business,30,0,25000
742,2234,2022-07-01,Business,30,0,25000
352,21,2022-01-01,Business,30,1,25000
1050,1100,2022-10-26,Business,30,1,25000
743,2254,2022-07-01,Business,30,0,25000
523,301,2022-03-26,Business,30,1,25000
902,2626,2022-08-30,Business,30,0,25000
883,860,2022-08-20,Business,30,1,25000
1226,1375,2022-12-31,Business,30,1,25000
178,700,2021-07-07,Business,30,0,25000
1,21,2021-01-01,Business,30,0,25000
1685,3075,2023-11-02,Business,30,1,25000
1698,3182,2023-11-08,Business,30,1,25000
877,828,2022-08-13,Business,30,1,25000
1477,2332,2023-07-06,Business,30,1,25000
1281,1561,2023-01-31,Business,30,1,25000
46,188,2021-02-05,Business,30,0,25000
1694,3167,2023-11-03,Business,30,1,25000
1107,3075,2022-11-02,Business,30,0,25000
1131,3182,2022-11-08,Business,30,0,25000
955,1005,2022-09-27,Business,30,1,25000
817,2462,2022-07-25,Business,30,0,25000
974,2812,2022-10-03,Business,30,0,25000
131,505,2021-05-20,Business,35,0,25000
737,653,2022-07-01,Business,35,1,25000
419,96,2022-01-27,Business,35,1,25000
693,2134,2022-06-01,Business,35,0,25000
935,916,2022-09-07,Business,35,1,25000
1215,3386,2022-12-28,Business,35,0,25000
451,165,2022-02-04,Business,35,1,25000
1447,2227,2023-06-27,Business,35,1,25000
765,2230,2022-07-05,Business,35,0,25000
1548,2569,2023-08-25,Business,35,1,25000
168,653,2021-07-01,Business,35,0,25000
1037,2993,2022-10-21,Business,35,0,25000
29,86,2021-01-22,Business,35,0,25000
945,930,2022-09-09,Business,35,1,25000
1318,1669,2023-03-04,Business,35,1,25000
1673,3118,2023-10-31,Business,35,1,25000
727,641,2022-06-28,Business,35,1,25000
30,96,2021-01-27,Business,35,0,25000
1106,3124,2022-11-02,Business,35,0,25000
1638,2993,2023-10-21,Business,35,1,25000
564,1837,2022-04-05,Business,35,0,25000
1167,3228,2022-11-30,Business,35,0,25000
868,817,2022-08-04,Business,35,1,25000
899,2661,2022-08-29,Business,35,0,25000
815,2514,2022-07-22,Business,35,0,25000
462,184,2022-02-08,Business,35,1,25000
253,965,2021-09-30,Business,35,0,25000
1398,2023,2023-05-03,Business,35,1,25000
235,912,2021-09-03,Business,35,0,25000
1375,1899,2023-04-22,Business,35,1,25000
1469,2230,2023-07-05,Business,35,1,25000
1559,2641,2023-08-31,Business,35,1,25000
237,916,2021-09-07,Business,35,0,25000
1313,1663,2023-03-02,Business,35,1,25000
519,288,2022-03-25,Business,35,1,25000
1085,3118,2022-10-31,Business,35,0,25000
49,184,2021-02-08,Business,35,0,25000
929,912,2022-09-03,Business,35,1,25000
299,1165,2021-11-02,Business,35,0,25000
965,965,2022-09-30,Business,35,1,25000
1241,1409,2023-01-04,Business,35,1,25000
1551,2661,2023-08-29,Business,35,1,25000
1104,1165,2022-11-02,Business,35,1,25000
372,1409,2022-01-04,Business,35,0,25000
44,165,2021-02-04,Business,35,0,25000
1667,3122,2023-10-31,Business,35,1,25000
160,641,2021-06-28,Business,35,0,25000
295,1143,2021-11-01,Business,35,0,25000
88,377,2021-04-05,Business,35,0,25000
1506,2514,2023-07-22,Business,35,1,25000
1721,3228,2023-11-30,Business,35,1,25000
663,505,2022-05-20,Business,35,1,25000
896,2569,2022-08-25,Business,35,0,25000
1086,3122,2022-10-31,Business,35,0,25000
209,817,2021-08-04,Business,35,0,25000
1429,2134,2023-06-01,Business,35,1,25000
1682,3124,2023-11-02,Business,35,1,25000
240,930,2021-09-09,Business,35,0,25000
500,1669,2022-03-04,Business,35,0,25000
597,1899,2022-04-22,Business,35,0,25000
722,2227,2022-06-27,Business,35,0,25000
1610,2859,2023-10-05,Business,35,1,25000
76,288,2021-03-25,Business,35,0,25000
494,1663,2022-03-02,Business,35,0,25000
635,2023,2022-05-03,Business,35,0,25000
1097,1143,2022-11-01,Business,35,1,25000
410,86,2022-01-22,Business,35,1,25000
1004,2859,2022-10-05,Business,35,0,25000
557,377,2022-04-05,Business,35,1,25000
1751,3386,2023-12-28,Business,35,1,25000
908,2641,2022-08-31,Business,35,0,25000
856,803,2022-08-02,Business,40,1,25000
1168,3293,2022-11-30,Business,40,0,25000
1274,1516,2023-01-28,Business,40,1,25000
166,684,2021-07-01,Business,40,0,25000
676,513,2022-05-28,Business,40,1,25000
203,803,2021-08-02,Business,40,0,25000
1651,3056,2023-10-26,Business,40,1,25000
769,2288,2022-07-05,Business,40,0,25000
1056,3056,2022-10-26,Business,40,0,25000
426,1516,2022-01-28,Business,40,0,25000
1166,3243,2022-11-30,Business,40,0,25000
1442,2192,2023-06-20,Business,40,1,25000
1720,3293,2023-11-30,Business,40,1,25000
1722,3243,2023-11-30,Business,40,1,25000
447,123,2022-02-03,Business,40,1,25000
700,556,2022-06-03,Business,40,1,25000
1474,2342,2023-07-06,Business,40,1,25000
1472,2288,2023-07-05,Business,40,1,25000
1646,3115,2023-10-26,Business,40,1,25000
74,295,2021-03-24,Business,40,0,25000
412,1482,2022-01-25,Business,40,0,25000
714,2192,2022-06-20,Business,40,0,25000
405,128,2022-01-20,Business,40,1,25000
38,123,2021-02-03,Business,40,0,25000
138,513,2021-05-28,Business,40,0,25000
1045,3064,2022-10-25,Business,40,0,25000
771,2342,2022-07-06,Business,40,0,25000
516,295,2022-03-24,Business,40,1,25000
1058,3115,2022-10-26,Business,40,0,25000
1642,3064,2023-10-25,Business,40,1,25000
1532,2507,2023-08-02,Business,40,1,25000
863,2507,2022-08-02,Business,40,0,25000
27,128,2021-01-20,Business,40,0,25000
735,684,2022-07-01,Business,40,1,25000
148,556,2021-06-03,Business,40,0,25000
422,1486,2022-01-27,Business,45,0,25000
431,1541,2022-01-31,Business,45,0,25000
172,693,2021-07-02,Business,45,0,25000
873,833,2022-08-06,Business,45,1,25000
959,2764,2022-09-28,Business,45,0,25000
6,2,2021-01-01,Business,45,0,25000
827,743,2022-07-27,Business,45,1,25000
1558,2630,2023-08-31,Business,45,1,25000
1311,1664,2023-03-01,Business,45,1,25000
1428,2133,2023-06-01,Business,45,1,25000
211,833,2021-08-06,Business,45,0,25000
1216,1343,2022-12-29,Business,45,1,25000
1292,1589,2023-02-09,Business,45,1,25000
353,2,2022-01-01,Business,45,1,25000
957,2740,2022-09-27,Business,45,0,25000
1191,1274,2022-12-14,Business,45,1,25000
980,2745,2022-10-03,Business,45,0,25000
1586,2764,2023-09-28,Business,45,1,25000
1001,2858,2022-10-05,Business,45,0,25000
752,693,2022-07-02,Business,45,1,25000
382,1432,2022-01-05,Business,45,0,25000
911,2630,2022-08-31,Business,45,0,25000
942,2702,2022-09-08,Business,45,0,25000
191,743,2021-07-27,Business,45,0,25000
692,2133,2022-06-01,Business,45,0,25000
1099,1155,2022-11-01,Business,45,1,25000
1280,1550,2023-01-31,Business,45,1,25000
1504,2451,2023-07-22,Business,45,1,25000
1584,2740,2023-09-27,Business,45,1,25000
106,440,2021-04-27,Business,45,0,25000
1278,1541,2023-01-31,Business,45,1,25000
813,2451,2022-07-22,Business,45,0,25000
39,139,2021-02-03,Business,45,0,25000
1611,2858,2023-10-05,Business,45,1,25000
1579,2702,2023-09-08,Business,45,1,25000
332,1274,2021-12-14,Business,45,0,25000
1244,1432,2023-01-05,Business,45,1,25000
341,1343,2021-12-29,Business,45,0,25000
464,1589,2022-02-09,Business,45,0,25000
1709,3230,2023-11-23,Business,45,1,25000
1190,3325,2022-12-13,Business,45,0,25000
308,1157,2021-11-08,Business,45,0,25000
296,1155,2021-11-01,Business,45,0,25000
488,1664,2022-03-01,Business,45,0,25000
613,440,2022-04-27,Business,45,1,25000
1270,1486,2023-01-27,Business,45,1,25000
433,1550,2022-01-31,Business,45,0,25000
845,793,2022-07-30,Business,45,1,25000
1148,3230,2022-11-23,Business,45,0,25000
1129,1157,2022-11-08,Business,45,1,25000
197,793,2021-07-30,Business,45,0,25000
1734,3325,2023-12-13,Business,45,1,25000
314,1188,2021-11-17,Business,50,0,25000
530,337,2022-04-01,Business,50,1,25000
476,209,2022-02-24,Business,50,1,25000
939,927,2022-09-08,Business,50,1,25000
831,2486,2022-07-27,Business,50,0,25000
1308,1675,2023-02-28,Business,50,1,25000
1046,3037,2022-10-25,Business,50,0,25000
102,401,2021-04-19,Business,50,0,25000
633,446,2022-05-03,Business,50,1,25000
1655,3130,2023-10-27,Business,50,1,25000
1039,1119,2022-10-22,Business,50,1,25000
1159,3260,2022-11-28,Business,50,0,25000
1624,2915,2023-10-12,Business,50,1,25000
276,1119,2021-10-22,Business,50,0,25000
456,1597,2022-02-04,Business,50,0,25000
469,218,2022-02-22,Business,50,1,25000
1173,3268,2022-12-01,Business,50,0,25000
1239,1341,2023-01-04,Business,50,1,25000
1353,1782,2023-04-05,Business,50,1,25000
1019,2915,2022-10-12,Business,50,0,25000
592,401,2022-04-19,Business,50,1,25000
906,2692,2022-08-31,Business,50,0,25000
1574,2691,2023-09-06,Business,50,1,25000
1724,3268,2023-12-01,Business,50,1,25000
16,53,2021-01-06,Business,50,0,25000
59,231,2021-03-02,Business,50,0,25000
118,446,2021-05-03,Business,50,0,25000
725,665,2022-06-28,Business,50,1,25000
1140,1188,2022-11-17,Business,50,1,25000
814,2439,2022-07-22,Business,50,0,25000
1064,3038,2022-10-27,Business,50,0,25000
52,218,2021-02-22,Business,50,0,25000
1564,2647,2023-09-01,Business,50,1,25000
566,1782,2022-04-05,Business,50,0,25000
1096,3121,2022-10-31,Business,50,0,25000
36,140,2021-02-01,Business,50,0,25000
492,231,2022-03-02,Business,50,1,25000
983,966,2022-10-04,Business,50,1,25000
1505,2439,2023-07-22,Business,50,1,25000
81,337,2021-04-01,Business,50,0,25000
730,660,2022-06-29,Business,50,1,25000
483,1675,2022-02-28,Business,50,0,25000
370,1341,2022-01-04,Business,50,0,25000
933,2691,2022-09-06,Business,50,0,25000
1656,3038,2023-10-27,Business,50,1,25000
1290,1597,2023-02-04,Business,50,1,25000
1716,3260,2023-11-28,Business,50,1,25000
1062,3130,2022-10-27,Business,50,0,25000
643,2029,2022-05-04,Business,50,0,25000
1516,2486,2023-07-27,Business,50,1,25000
163,660,2021-06-29,Business,50,0,25000
915,2647,2022-09-01,Business,50,0,25000
1407,2029,2023-05-04,Business,50,1,25000
807,2372,2022-07-21,Business,50,0,25000
1501,2372,2023-07-21,Business,50,1,25000
198,800,2021-07-30,Business,50,0,25000
437,140,2022-02-01,Business,50,1,25000
161,665,2021-06-28,Business,50,0,25000
385,53,2022-01-06,Business,50,1,25000
1640,3037,2023-10-25,Business,50,1,25000
54,209,2021-02-24,Business,50,0,25000
238,927,2021-09-08,Business,50,0,25000
264,966,2021-10-04,Business,50,0,25000
848,800,2022-07-30,Business,50,1,25000
1554,2692,2023-08-31,Business,50,1,25000
1670,3121,2023-10-31,Business,50,1,25000
64,269,2021-03-05,Business,60,0,25000
605,1924,2022-04-25,Business,60,0,25000
1038,2961,2022-10-21,Business,60,0,25000
541,1730,2022-04-01,Business,60,0,25000
1336,1730,2023-04-01,Business,60,1,25000
505,269,2022-03-05,Business,60,1,25000
1377,1924,2023-04-25,Business,60,1,25000
1422,2126,2023-05-30,Business,70,1,25000
788,2294,2022-07-08,Business,70,0,25000
678,2126,2022-05-30,Business,70,0,25000
1130,1167,2022-11-08,Business,70,1,25000
94,340,2021-04-07,Business,70,0,25000
533,1797,2022-04-01,Business,70,0,25000
1485,2294,2023-07-08,Business,70,1,25000
767,2289,2022-07-05,Business,70,0,25000
1473,2289,2023-07-05,Business,70,1,25000
1334,1797,2023-04-01,Business,70,1,25000
1364,1864,2023-04-13,Business,70,1,25000
1071,3060,2022-10-28,Business,70,0,25000
1027,2945,2022-10-18,Business,70,0,25000
1630,2945,2023-10-18,Business,70,1,25000
1701,3199,2023-11-08,Business,70,1,25000
1132,3199,2022-11-08,Business,70,0,25000
1508,2438,2023-07-25,Business,70,1,25000
819,2438,2022-07-25,Business,70,0,25000
573,340,2022-04-07,Business,70,1,25000
1664,3060,2023-10-28,Business,70,1,25000
584,1864,2022-04-13,Business,70,0,25000
872,810,2022-08-06,Business,80,1,25000
588,1843,2022-04-14,Business,80,0,25000
599,1950,2022-04-22,Business,80,0,25000
803,2414,2022-07-20,Business,80,0,25000
732,661,2022-06-30,Business,80,1,25000
165,661,2021-06-30,Business,80,0,25000
1464,2330,2023-07-04,Business,80,1,25000
578,372,2022-04-08,Business,80,1,25000
997,2795,2022-10-05,Business,80,0,25000
1366,1843,2023-04-14,Business,80,1,25000
757,2330,2022-07-04,Business,80,0,25000
1381,1928,2023-04-26,Business,80,1,25000
98,372,2021-04-08,Business,80,0,25000
1510,2416,2023-07-25,Business,80,1,25000
1604,2795,2023-10-05,Business,80,1,25000
1373,1950,2023-04-22,Business,80,1,25000
1626,2900,2023-10-12,Business,80,1,25000
1498,2414,2023-07-20,Business,80,1,25000
1591,2794,2023-10-03,Business,80,1,25000
609,1928,2022-04-26,Business,80,0,25000
818,2416,2022-07-25,Business,80,0,25000
979,2794,2022-10-03,Business,80,0,25000
1021,2900,2022-10-12,Business,80,0,25000
210,810,2021-08-06,Business,80,0,25000
1523,2434,2023-07-29,Business,90,1,25000
1255,1450,2023-01-13,Business,90,1,25000
1496,2385,2023-07-19,Business,90,1,25000
400,1450,2022-01-13,Business,90,0,25000
1247,1324,2023-01-05,Business,90,1,25000
910,2628,2022-08-31,Business,90,0,25000
574,1855,2022-04-07,Business,90,0,25000
709,592,2022-06-08,Business,90,1,25000
153,592,2021-06-08,Business,90,0,25000
377,1324,2022-01-05,Business,90,0,25000
842,2434,2022-07-29,Business,90,0,25000
1360,1855,2023-04-07,Business,90,1,25000
1087,3102,2022-10-31,Business,90,0,25000
1676,3102,2023-10-31,Business,90,1,25000
11,31,2021-01-04,Business,90,0,25000
1557,2628,2023-08-31,Business,90,1,25000
802,2385,2022-07-19,Business,90,0,25000
364,31,2022-01-04,Business,90,1,25000
795,2365,2022-07-13,Business,100,0,25000
193,771,2021-07-29,Business,100,0,25000
1492,2365,2023-07-13,Business,100,1,25000
285,1076,2021-10-27,Business,100,0,25000
836,771,2022-07-29,Business,100,1,25000
595,1884,2022-04-21,Business,100,0,25000
562,1845,2022-04-05,Business,100,0,25000
548,1757,2022-04-04,Business,100,0,25000
1059,1076,2022-10-27,Business,100,1,25000
1349,1757,2023-04-04,Business,100,1,25000
1372,1884,2023-04-21,Business,100,1,25000
1350,1845,2023-04-05,Business,100,1,25000
594,1877,2022-04-21,Business,100,0,25000
373,6,2022-01-05,Business,100,1,25000
1483,2336,2023-07-07,Business,100,1,25000
1371,1877,2023-04-21,Business,100,1,25000
780,2336,2022-07-07,Business,100,0,25000
404,1445,2022-01-19,Business,110,0,25000
1608,2803,2023-10-05,Business,110,1,25000
843,2398,2022-07-29,Business,110,0,25000
1000,2803,2022-10-05,Business,110,0,25000
87,369,2021-04-05,Business,110,0,25000
1525,2398,2023-07-29,Business,110,1,25000
618,451,2022-04-28,Business,110,1,25000
1258,1445,2023-01-19,Business,110,1,25000
111,451,2021-04-28,Business,110,0,25000
558,369,2022-04-05,Business,110,1,25000
465,1599,2022-02-09,Business,120,0,25000
1294,1599,2023-02-09,Business,120,1,25000
1235,1371,2023-01-03,Business,120,1,25000
355,1371,2022-01-03,Business,120,0,25000
250,977,2021-09-28,Business,120,0,25000
761,2291,2022-07-04,Business,130,0,25000
1112,3140,2022-11-02,Business,130,0,25000
376,48,2022-01-05,Business,130,1,25000
994,2772,2022-10-05,Business,130,0,25000
1467,2291,2023-07-04,Business,130,1,25000
1684,3140,2023-11-02,Business,130,1,25000
13,48,2021-01-05,Business,130,0,25000
1493,2369,2023-07-18,Business,130,1,25000
1606,2772,2023-10-05,Business,130,1,25000
798,2369,2022-07-18,Business,130,0,25000
1205,3347,2022-12-22,Business,140,0,25000
794,2360,2022-07-13,Business,140,0,25000
1075,3012,2022-10-28,Business,140,0,25000
386,1390,2022-01-06,Business,140,0,25000
829,754,2022-07-27,Business,140,1,25000
1250,1390,2023-01-06,Business,140,1,25000
5,8,2021-01-01,Business,140,0,25000
1491,2360,2023-07-13,Business,140,1,25000
1659,2990,2023-10-28,Business,140,1,25000
1662,3012,2023-10-28,Business,140,1,25000
349,54,2022-01-01,Business,140,1,25000
1741,3347,2023-12-22,Business,140,1,25000
3,54,2021-01-01,Business,140,0,25000
190,754,2021-07-27,Business,140,0,25000
351,8,2022-01-01,Business,140,1,25000
1074,2990,2022-10-28,Business,140,0,25000
993,991,2022-10-05,Business,400,1,25000
745,2179,2022-07-01,Business,400,0,25000
1452,2179,2023-07-01,Business,400,1,25000
556,1764,2022-04-04,Business,400,0,25000
266,991,2021-10-05,Business,400,0,25000
1339,1764,2023-04-04,Business,400,1,25000
1013,2816,2022-10-07,Business,150,0,25000
1663,3015,2023-10-28,Business,150,1,25000
1665,3023,2023-10-28,Business,150,1,25000
985,2806,2022-10-04,Business,150,0,25000
1594,2811,2023-10-03,Business,150,1,25000
113,410,2021-04-29,Business,150,0,25000
1076,3015,2022-10-28,Business,150,0,25000
397,46,2022-01-11,Business,150,1,25000
1602,2823,2023-10-04,Business,150,1,25000
1671,2999,2023-10-31,Business,150,1,25000
576,1770,2022-04-07,Business,150,0,25000
1249,1307,2023-01-05,Business,150,1,25000
1600,2806,2023-10-04,Business,150,1,25000
747,2309,2022-07-01,Business,150,0,25000
1359,1770,2023-04-07,Business,150,1,25000
987,2823,2022-10-04,Business,150,0,25000
1236,1327,2023-01-04,Business,150,1,25000
1089,2999,2022-10-31,Business,150,0,25000
1607,2765,2023-10-05,Business,150,1,25000
1229,1340,2023-01-03,Business,150,1,25000
130,492,2021-05-14,Business,150,0,25000
1648,3073,2023-10-26,Business,150,1,25000
1002,2765,2022-10-05,Business,150,0,25000
183,715,2021-07-21,Business,150,0,25000
1048,2975,2022-10-25,Business,150,0,25000
357,1340,2022-01-03,Business,150,0,25000
977,2811,2022-10-03,Business,150,0,25000
1621,2816,2023-10-07,Business,150,1,25000
369,1327,2022-01-04,Business,150,0,25000
1358,1772,2023-04-07,Business,150,1,25000
806,715,2022-07-21,Business,150,1,25000
661,492,2022-05-14,Business,150,1,25000
1053,3073,2022-10-26,Business,150,0,25000
622,410,2022-04-29,Business,150,1,25000
1462,2309,2023-07-01,Business,150,1,25000
24,46,2021-01-11,Business,150,0,25000
756,2272,2022-07-04,Business,150,0,25000
427,1452,2022-01-28,Business,150,0,25000
1070,3023,2022-10-28,Business,150,0,25000
379,1307,2022-01-05,Business,150,0,25000
1273,1452,2023-01-28,Business,150,1,25000
577,1772,2022-04-07,Business,150,0,25000
1052,3058,2022-10-26,Business,150,0,25000
1644,2975,2023-10-25,Business,150,1,25000
1650,3058,2023-10-26,Business,150,1,25000
804,2389,2022-07-20,Business,200,0,25000
1500,2389,2023-07-20,Business,200,1,25000